START DATE,END DATE,SUBJECT,LOCATION,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),Away,Home,Subject2,Away,Home,DESCRIPTION,SHOW TIME AS,CATEGORIES
6/23/2012,6/23/2012,MLB: Colorado Rockies @ Texas Rangers,"Rangers Ballpark - Arlington, TX",12:05 PM,1:05 PM,2:05 PM,3:05 PM,3:05 PM,4:05 PM,5:05 PM,6:05 PM,Rockies,Rangers,Rockies @ Rangers,Colorado Rockies,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
6/23/2012,6/23/2012,MLB: Atlanta Braves @ Boston Red Sox,"Fenway Park - Boston, MA",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,Braves,Red Sox,Braves @ Red Sox,Atlanta Braves,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
6/23/2012,6/23/2012,MLB: Minnesota Twins @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Twins,Reds,Twins @ Reds,Minnesota Twins,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
6/23/2012,6/23/2012,MLB: St. Louis Cardinals @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Cardinals,Royals,Cardinals @ Royals,St. Louis Cardinals,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
6/23/2012,6/23/2012,MLB: Milwaukee Brewers @ Chicago White Sox,"US Cellular Field - Chicago, IL",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,Brewers,White Sox,Brewers @ White Sox,Milwaukee Brewers,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Los Angeles Dodgers @ Los Angeles Angels,"Angel Stadium - Los Angeles, CA",12:35 PM,1:35 PM,2:35 PM,3:35 PM,3:35 PM,4:35 PM,5:35 PM,6:35 PM,Dodgers,Angels,Dodgers @ Angels,Los Angeles Dodgers,Los Angeles Angels,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Cleveland Indians @ Houston Astros,"Minute Maid Park - Houston, TX",11:05 AM,12:05 PM,1:05 PM,2:05 PM,2:05 PM,3:05 PM,4:05 PM,5:05 PM,Indians,Astros,Indians @ Astros,Cleveland Indians,Houston Astros,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: San Francisco Giants @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Giants,Athletics,Giants @ Athletics,San Francisco Giants,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Chicago Cubs @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Cubs,D-backs,Cubs @ D-backs,Chicago Cubs,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Toronto Blue Jays @ Miami Marlins,"Marlins Park - Miami, FL",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Blue Jays,Marlins,Blue Jays @ Marlins,Toronto Blue Jays,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: New York Yankees @ New York Mets,"Citi Field - Flushing, NY",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Yankees,Mets,Yankees @ Mets,New York Yankees,New York Mets,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Washington Nationals @ Baltimore Orioles,"Camden Yards - Baltimore, MD",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Nationals,Orioles,Nationals @ Orioles,Washington Nationals,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Seattle Mariners @ San Diego Padres,"Petco Park - San Diego, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Mariners,Padres,Mariners @ Padres,Seattle Mariners,San Diego Padres,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Tampa Bay Rays @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Rays,Phillies,Rays @ Phillies,Tampa Bay Rays,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Detroit Tigers @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Tigers,Pirates,Tigers @ Pirates,Detroit Tigers,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Colorado Rockies @ Texas Rangers,"Rangers Ballpark - Arlington, TX",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Rockies,Rangers,Rockies @ Rangers,Colorado Rockies,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Atlanta Braves @ Boston Red Sox,"Fenway Park - Boston, MA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Braves,Red Sox,Braves @ Red Sox,Atlanta Braves,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Minnesota Twins @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Twins,Reds,Twins @ Reds,Minnesota Twins,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: St. Louis Cardinals @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Cardinals,Royals,Cardinals @ Royals,St. Louis Cardinals,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
6/24/2012,6/24/2012,MLB: Milwaukee Brewers @ Chicago White Sox,"US Cellular Field - Chicago, IL",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Brewers,White Sox,Brewers @ White Sox,Milwaukee Brewers,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: San Diego Padres @ Houston Astros,"Minute Maid Park - Houston, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Padres,Astros,Padres @ Astros,San Diego Padres,Houston Astros,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: New York Mets @ Chicago Cubs,"Wrigley Field - Chicago, IL",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Mets,Cubs,Mets @ Cubs,New York Mets,Chicago Cubs,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Los Angeles Dodgers @ San Francisco Giants,"AT&T Park - San Francisco, CA",7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,Dodgers,Giants,Dodgers @ Giants,Los Angeles Dodgers,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Oakland Athletics @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Athletics,Mariners,Athletics @ Mariners,Oakland Athletics,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: St. Louis Cardinals @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Cardinals,Marlins,Cardinals @ Marlins,St. Louis Cardinals,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Pittsburgh Pirates @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Pirates,Phillies,Pirates @ Phillies,Pittsburgh Pirates,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Detroit Tigers @ Texas Rangers,"Rangers Ballpark - Arlington, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Tigers,Rangers,Tigers @ Rangers,Detroit Tigers,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Toronto Blue Jays @ Boston Red Sox,"Fenway Park - Boston, MA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Blue Jays,Red Sox,Blue Jays @ Red Sox,Toronto Blue Jays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Milwaukee Brewers @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Brewers,Reds,Brewers @ Reds,Milwaukee Brewers,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Washington Nationals @ Colorado Rockies,"Coors Field - Denver, CO",5:40 PM,6:40 PM,7:40 PM,8:40 PM,8:40 PM,9:40 PM,10:40 PM,11:40 PM,Nationals,Rockies,Nationals @ Rockies,Washington Nationals,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Tampa Bay Rays @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Rays,Royals,Rays @ Royals,Tampa Bay Rays,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Chicago White Sox @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,White Sox,Twins,White Sox @ Twins,Chicago White Sox,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
6/25/2012,6/25/2012,MLB: Cleveland Indians @ New York Yankees,"Yankee Stadium - Bronx, NY",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Indians,Yankees,Indians @ Yankees,Cleveland Indians,New York Yankees,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: San Diego Padres @ Houston Astros,"Minute Maid Park - Houston, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Padres,Astros,Padres @ Astros,San Diego Padres,Houston Astros,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Arizona Diamondbacks @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,D-backs,Braves,D-backs @ Braves,Arizona Diamondbacks,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: New York Mets @ Chicago Cubs,"Wrigley Field - Chicago, IL",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Mets,Cubs,Mets @ Cubs,New York Mets,Chicago Cubs,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Los Angeles Dodgers @ San Francisco Giants,"AT&T Park - San Francisco, CA",7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,Dodgers,Giants,Dodgers @ Giants,Los Angeles Dodgers,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Oakland Athletics @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Athletics,Mariners,Athletics @ Mariners,Oakland Athletics,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: St. Louis Cardinals @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Cardinals,Marlins,Cardinals @ Marlins,St. Louis Cardinals,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Los Angeles Angels @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Angels,Orioles,Angels @ Orioles,Los Angeles Angels,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Pittsburgh Pirates @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Pirates,Phillies,Pirates @ Phillies,Pittsburgh Pirates,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Detroit Tigers @ Texas Rangers,"Rangers Ballpark - Arlington, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Tigers,Rangers,Tigers @ Rangers,Detroit Tigers,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Toronto Blue Jays @ Boston Red Sox,"Fenway Park - Boston, MA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Blue Jays,Red Sox,Blue Jays @ Red Sox,Toronto Blue Jays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Milwaukee Brewers @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Brewers,Reds,Brewers @ Reds,Milwaukee Brewers,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Washington Nationals @ Colorado Rockies,"Coors Field - Denver, CO",5:40 PM,6:40 PM,7:40 PM,8:40 PM,8:40 PM,9:40 PM,10:40 PM,11:40 PM,Nationals,Rockies,Nationals @ Rockies,Washington Nationals,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Tampa Bay Rays @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Rays,Royals,Rays @ Royals,Tampa Bay Rays,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Chicago White Sox @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,White Sox,Twins,White Sox @ Twins,Chicago White Sox,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
6/26/2012,6/26/2012,MLB: Cleveland Indians @ New York Yankees,"Yankee Stadium - Bronx, NY",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Indians,Yankees,Indians @ Yankees,Cleveland Indians,New York Yankees,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: San Diego Padres @ Houston Astros,"Minute Maid Park - Houston, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Padres,Astros,Padres @ Astros,San Diego Padres,Houston Astros,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Arizona Diamondbacks @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,D-backs,Braves,D-backs @ Braves,Arizona Diamondbacks,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: New York Mets @ Chicago Cubs,"Wrigley Field - Chicago, IL",11:20 AM,12:20 PM,1:20 PM,2:20 PM,2:20 PM,3:20 PM,4:20 PM,5:20 PM,Mets,Cubs,Mets @ Cubs,New York Mets,Chicago Cubs,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Los Angeles Dodgers @ San Francisco Giants,"AT&T Park - San Francisco, CA",12:45 PM,1:45 PM,2:45 PM,3:45 PM,3:45 PM,4:45 PM,5:45 PM,6:45 PM,Dodgers,Giants,Dodgers @ Giants,Los Angeles Dodgers,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Oakland Athletics @ Seattle Mariners,"Safeco Field - Seattle, WA",12:40 PM,1:40 PM,2:40 PM,3:40 PM,3:40 PM,4:40 PM,5:40 PM,6:40 PM,Athletics,Mariners,Athletics @ Mariners,Oakland Athletics,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: St. Louis Cardinals @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Cardinals,Marlins,Cardinals @ Marlins,St. Louis Cardinals,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Los Angeles Angels @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Angels,Orioles,Angels @ Orioles,Los Angeles Angels,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Pittsburgh Pirates @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Pirates,Phillies,Pirates @ Phillies,Pittsburgh Pirates,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Detroit Tigers @ Texas Rangers,"Rangers Ballpark - Arlington, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Tigers,Rangers,Tigers @ Rangers,Detroit Tigers,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Toronto Blue Jays @ Boston Red Sox,"Fenway Park - Boston, MA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Blue Jays,Red Sox,Blue Jays @ Red Sox,Toronto Blue Jays,Boston Red Sox,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Milwaukee Brewers @ Cincinnati Reds,"Great American Ball  Park - Cincinnati, OH",9:35 AM,10:35 AM,11:35 AM,12:35 PM,12:35 PM,1:35 PM,2:35 PM,3:35 PM,Brewers,Reds,Brewers @ Reds,Milwaukee Brewers,Cincinnati Reds,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Washington Nationals @ Colorado Rockies,"Coors Field - Denver, CO",5:40 PM,6:40 PM,7:40 PM,8:40 PM,8:40 PM,9:40 PM,10:40 PM,11:40 PM,Nationals,Rockies,Nationals @ Rockies,Washington Nationals,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Tampa Bay Rays @ Kansas City Royals,"Kauffman Stadium - Kansas City, MO",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Rays,Royals,Rays @ Royals,Tampa Bay Rays,Kansas City Royals,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Chicago White Sox @ Minnesota Twins,"Target Field - Minneapolis, MN",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,White Sox,Twins,White Sox @ Twins,Chicago White Sox,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
6/27/2012,6/27/2012,MLB: Cleveland Indians @ New York Yankees,"Yankee Stadium - Bronx, NY",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Indians,Yankees,Indians @ Yankees,Cleveland Indians,New York Yankees,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: San Diego Padres @ Houston Astros,"Minute Maid Park - Houston, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Padres,Astros,Padres @ Astros,San Diego Padres,Houston Astros,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Los Angeles Angels @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",4:07 PM,5:07 PM,6:07 PM,7:07 PM,7:07 PM,8:07 PM,9:07 PM,10:07 PM,Angels,Blue Jays,Angels @ Blue Jays,Los Angeles Angels,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Arizona Diamondbacks @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,D-backs,Braves,D-backs @ Braves,Arizona Diamondbacks,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: New York Mets @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Mets,Dodgers,Mets @ Dodgers,New York Mets,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Cincinnati Reds @ San Francisco Giants,"AT&T Park - San Francisco, CA",7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,Reds,Giants,Reds @ Giants,Cincinnati Reds,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Boston Red Sox @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Red Sox,Mariners,Red Sox @ Mariners,Boston Red Sox,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Cleveland Indians @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Indians,Orioles,Indians @ Orioles,Cleveland Indians,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Pittsburgh Pirates @ Philadelphia Phillies,"Citizens Bank Park - Philadelphia, PA",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,Pirates,Phillies,Pirates @ Phillies,Pittsburgh Pirates,Philadelphia Phillies,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Oakland Athletics @ Texas Rangers,"Rangers Ballpark - Arlington, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Athletics,Rangers,Athletics @ Rangers,Oakland Athletics,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Detroit Tigers @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Tigers,Rays,Tigers @ Rays,Detroit Tigers,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Washington Nationals @ Colorado Rockies,"Coors Field - Denver, CO",12:10 PM,1:10 PM,2:10 PM,3:10 PM,3:10 PM,4:10 PM,5:10 PM,6:10 PM,Nationals,Rockies,Nationals @ Rockies,Washington Nationals,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
6/28/2012,6/28/2012,MLB: Chicago White Sox @ New York Yankees,"Yankee Stadium - Bronx, NY",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,White Sox,Yankees,White Sox @ Yankees,Chicago White Sox,New York Yankees,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Los Angeles Angels @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",4:07 PM,5:07 PM,6:07 PM,7:07 PM,7:07 PM,8:07 PM,9:07 PM,10:07 PM,Angels,Blue Jays,Angels @ Blue Jays,Los Angeles Angels,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Washington Nationals @ Atlanta Braves,"Turner Field - Atlanta, GA",4:35 PM,5:35 PM,6:35 PM,7:35 PM,7:35 PM,8:35 PM,9:35 PM,10:35 PM,Nationals,Braves,Nationals @ Braves,Washington Nationals,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Arizona Diamondbacks @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,D-backs,Brewers,D-backs @ Brewers,Arizona Diamondbacks,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Pittsburgh Pirates @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",5:15 PM,6:15 PM,7:15 PM,8:15 PM,8:15 PM,9:15 PM,10:15 PM,11:15 PM,Pirates,Cardinals,Pirates @ Cardinals,Pittsburgh Pirates,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Houston Astros @ Chicago Cubs,"Wrigley Field - Chicago, IL",11:20 AM,12:20 PM,1:20 PM,2:20 PM,2:20 PM,3:20 PM,4:20 PM,5:20 PM,Astros,Cubs,Astros @ Cubs,Houston Astros,Chicago Cubs,www.MySportsCal.com,FREE,MLB2012
