START DATE,END DATE,SUBJECT,LOCATION,START TIME (PT),START TIME (MT),START TIME (CT),START TIME (ET),END TIME (PT),END TIME (MT),END TIME (CT),END TIME (ET),Away,Home,Subject2,Away,Home,DESCRIPTION,SHOW TIME AS,CATEGORIES
6/29/2012,6/29/2012,MLB: New York Mets @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Mets,Dodgers,Mets @ Dodgers,New York Mets,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Cincinnati Reds @ San Francisco Giants,"AT&T Park - San Francisco, CA",7:15 PM,8:15 PM,9:15 PM,10:15 PM,10:15 PM,11:15 PM,11:59 PM,11:59 PM,Reds,Giants,Reds @ Giants,Cincinnati Reds,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Boston Red Sox @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Red Sox,Mariners,Red Sox @ Mariners,Boston Red Sox,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Philadelphia Phillies @ Miami Marlins,"Marlins Park - Miami, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Phillies,Marlins,Phillies @ Marlins,Philadelphia Phillies,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Cleveland Indians @ Baltimore Orioles,"Camden Yards - Baltimore, MD",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Indians,Orioles,Indians @ Orioles,Cleveland Indians,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Oakland Athletics @ Texas Rangers,"Rangers Ballpark - Arlington, TX",5:05 PM,6:05 PM,7:05 PM,8:05 PM,8:05 PM,9:05 PM,10:05 PM,11:05 PM,Athletics,Rangers,Athletics @ Rangers,Oakland Athletics,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Detroit Tigers @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Tigers,Rays,Tigers @ Rays,Detroit Tigers,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: San Diego Padres @ Colorado Rockies,"Coors Field - Denver, CO",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Padres,Rockies,Padres @ Rockies,San Diego Padres,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Kansas City Royals @ Minnesota Twins,"Target Field - Minneapolis, MN",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Royals,Twins,Royals @ Twins,Kansas City Royals,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
6/29/2012,6/29/2012,MLB: Chicago White Sox @ New York Yankees,"Yankee Stadium - Bronx, NY",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,White Sox,Yankees,White Sox @ Yankees,Chicago White Sox,New York Yankees,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Los Angeles Angels @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",10:07 AM,11:07 AM,12:07 PM,1:07 PM,1:07 PM,2:07 PM,3:07 PM,4:07 PM,Angels,Blue Jays,Angels @ Blue Jays,Los Angeles Angels,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Washington Nationals @ Atlanta Braves,"Turner Field - Atlanta, GA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Nationals,Braves,Nationals @ Braves,Washington Nationals,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Arizona Diamondbacks @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,D-backs,Brewers,D-backs @ Brewers,Arizona Diamondbacks,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Pittsburgh Pirates @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",11:15 AM,12:15 PM,1:15 PM,2:15 PM,2:15 PM,3:15 PM,4:15 PM,5:15 PM,Pirates,Cardinals,Pirates @ Cardinals,Pittsburgh Pirates,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Houston Astros @ Chicago Cubs,"Wrigley Field - Chicago, IL",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Astros,Cubs,Astros @ Cubs,Houston Astros,Chicago Cubs,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: New York Mets @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,Mets,Dodgers,Mets @ Dodgers,New York Mets,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Cincinnati Reds @ San Francisco Giants,"AT&T Park - San Francisco, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Reds,Giants,Reds @ Giants,Cincinnati Reds,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Boston Red Sox @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Red Sox,Mariners,Red Sox @ Mariners,Boston Red Sox,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Philadelphia Phillies @ Miami Marlins,"Marlins Park - Miami, FL",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Phillies,Marlins,Phillies @ Marlins,Philadelphia Phillies,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Cleveland Indians @ Baltimore Orioles,"Camden Yards - Baltimore, MD",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Indians,Orioles,Indians @ Orioles,Cleveland Indians,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Oakland Athletics @ Texas Rangers,"Rangers Ballpark - Arlington, TX",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,Athletics,Rangers,Athletics @ Rangers,Oakland Athletics,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Detroit Tigers @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,Tigers,Rays,Tigers @ Rays,Detroit Tigers,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: San Diego Padres @ Colorado Rockies,"Coors Field - Denver, CO",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,Padres,Rockies,Padres @ Rockies,San Diego Padres,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Kansas City Royals @ Minnesota Twins,"Target Field - Minneapolis, MN",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Royals,Twins,Royals @ Twins,Kansas City Royals,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
6/30/2012,6/30/2012,MLB: Chicago White Sox @ New York Yankees,"Yankee Stadium - Bronx, NY",10:05 AM,11:05 AM,12:05 PM,1:05 PM,1:05 PM,2:05 PM,3:05 PM,4:05 PM,White Sox,Yankees,White Sox @ Yankees,Chicago White Sox,New York Yankees,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Los Angeles Angels @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",12:07 PM,1:07 PM,2:07 PM,3:07 PM,3:07 PM,4:07 PM,5:07 PM,6:07 PM,Angels,Blue Jays,Angels @ Blue Jays,Los Angeles Angels,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Washington Nationals @ Atlanta Braves,"Turner Field - Atlanta, GA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Nationals,Braves,Nationals @ Braves,Washington Nationals,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Arizona Diamondbacks @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,D-backs,Brewers,D-backs @ Brewers,Arizona Diamondbacks,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Pittsburgh Pirates @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",11:15 AM,12:15 PM,1:15 PM,2:15 PM,2:15 PM,3:15 PM,4:15 PM,5:15 PM,Pirates,Cardinals,Pirates @ Cardinals,Pittsburgh Pirates,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Houston Astros @ Chicago Cubs,"Wrigley Field - Chicago, IL",11:20 AM,12:20 PM,1:20 PM,2:20 PM,2:20 PM,3:20 PM,4:20 PM,5:20 PM,Astros,Cubs,Astros @ Cubs,Houston Astros,Chicago Cubs,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: New York Mets @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",8:33 AM,8:33 AM,8:33 AM,8:33 AM,11:33 AM,11:33 AM,11:33 AM,11:33 AM,Mets,Dodgers,Mets @ Dodgers,New York Mets,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Cincinnati Reds @ San Francisco Giants,"AT&T Park - San Francisco, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Reds,Giants,Reds @ Giants,Cincinnati Reds,San Francisco Giants,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Boston Red Sox @ Seattle Mariners,"Safeco Field - Seattle, WA",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Red Sox,Mariners,Red Sox @ Mariners,Boston Red Sox,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Philadelphia Phillies @ Miami Marlins,"Marlins Park - Miami, FL",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Phillies,Marlins,Phillies @ Marlins,Philadelphia Phillies,Miami Marlins,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Cleveland Indians @ Baltimore Orioles,"Camden Yards - Baltimore, MD",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Indians,Orioles,Indians @ Orioles,Cleveland Indians,Baltimore Orioles,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Oakland Athletics @ Texas Rangers,"Rangers Ballpark - Arlington, TX",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Athletics,Rangers,Athletics @ Rangers,Oakland Athletics,Texas Rangers,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Detroit Tigers @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",10:40 AM,11:40 AM,12:40 PM,1:40 PM,1:40 PM,2:40 PM,3:40 PM,4:40 PM,Tigers,Rays,Tigers @ Rays,Detroit Tigers,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: San Diego Padres @ Colorado Rockies,"Coors Field - Denver, CO",12:10 PM,1:10 PM,2:10 PM,3:10 PM,3:10 PM,4:10 PM,5:10 PM,6:10 PM,Padres,Rockies,Padres @ Rockies,San Diego Padres,Colorado Rockies,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Kansas City Royals @ Minnesota Twins,"Target Field - Minneapolis, MN",11:10 AM,12:10 PM,1:10 PM,2:10 PM,2:10 PM,3:10 PM,4:10 PM,5:10 PM,Royals,Twins,Royals @ Twins,Kansas City Royals,Minnesota Twins,www.MySportsCal.com,FREE,MLB2012
7/1/2012,7/1/2012,MLB: Chicago White Sox @ New York Yankees,"Yankee Stadium - Bronx, NY",11:05 AM,12:05 PM,1:05 PM,2:05 PM,2:05 PM,3:05 PM,4:05 PM,5:05 PM,White Sox,Yankees,White Sox @ Yankees,Chicago White Sox,New York Yankees,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Boston Red Sox @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Red Sox,Athletics,Red Sox @ Athletics,Boston Red Sox,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Kansas City Royals @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",4:07 PM,5:07 PM,6:07 PM,7:07 PM,7:07 PM,8:07 PM,9:07 PM,10:07 PM,Royals,Blue Jays,Royals @ Blue Jays,Kansas City Royals,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Chicago Cubs @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Cubs,Braves,Cubs @ Braves,Chicago Cubs,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Miami Marlins @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Marlins,Brewers,Marlins @ Brewers,Miami Marlins,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Colorado Rockies @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",5:15 PM,6:15 PM,7:15 PM,8:15 PM,8:15 PM,9:15 PM,10:15 PM,11:15 PM,Rockies,Cardinals,Rockies @ Cardinals,Colorado Rockies,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: San Diego Padres @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",6:40 PM,7:40 PM,8:40 PM,9:40 PM,9:40 PM,10:40 PM,11:40 PM,11:59 PM,Padres,D-backs,Padres @ D-backs,San Diego Padres,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Cincinnati Reds @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Reds,Dodgers,Reds @ Dodgers,Cincinnati Reds,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Los Angeles Angels @ Cleveland Indians,"Progressive Field - Cleveland, OH",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Angels,Indians,Angels @ Indians,Los Angeles Angels,Cleveland Indians,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Baltimore Orioles @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Orioles,Mariners,Orioles @ Mariners,Baltimore Orioles,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Houston Astros @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Astros,Pirates,Astros @ Pirates,Houston Astros,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: New York Yankees @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Yankees,Rays,Yankees @ Rays,New York Yankees,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
7/2/2012,7/2/2012,MLB: Minnesota Twins @ Detroit Tigers,"Comerica Park - Detroit, MI",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Twins,Tigers,Twins @ Tigers,Minnesota Twins,Detroit Tigers,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Boston Red Sox @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",7:05 PM,8:05 PM,9:05 PM,10:05 PM,10:05 PM,11:05 PM,11:59 PM,11:59 PM,Red Sox,Athletics,Red Sox @ Athletics,Boston Red Sox,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Kansas City Royals @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",4:07 PM,5:07 PM,6:07 PM,7:07 PM,7:07 PM,8:07 PM,9:07 PM,10:07 PM,Royals,Blue Jays,Royals @ Blue Jays,Kansas City Royals,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Chicago Cubs @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Cubs,Braves,Cubs @ Braves,Chicago Cubs,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Miami Marlins @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Marlins,Brewers,Marlins @ Brewers,Miami Marlins,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Colorado Rockies @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",5:15 PM,6:15 PM,7:15 PM,8:15 PM,8:15 PM,9:15 PM,10:15 PM,11:15 PM,Rockies,Cardinals,Rockies @ Cardinals,Colorado Rockies,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: San Diego Padres @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",6:40 PM,7:40 PM,8:40 PM,9:40 PM,9:40 PM,10:40 PM,11:40 PM,11:59 PM,Padres,D-backs,Padres @ D-backs,San Diego Padres,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Cincinnati Reds @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Reds,Dodgers,Reds @ Dodgers,Cincinnati Reds,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Los Angeles Angels @ Cleveland Indians,"Progressive Field - Cleveland, OH",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Angels,Indians,Angels @ Indians,Los Angeles Angels,Cleveland Indians,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Baltimore Orioles @ Seattle Mariners,"Safeco Field - Seattle, WA",7:10 PM,8:10 PM,9:10 PM,10:10 PM,10:10 PM,11:10 PM,11:59 PM,11:59 PM,Orioles,Mariners,Orioles @ Mariners,Baltimore Orioles,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Philadelphia Phillies @ New York Mets,"Citi Field - Flushing, NY",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Phillies,Mets,Phillies @ Mets,Philadelphia Phillies,New York Mets,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: San Francisco Giants @ Washington Nationals,"Nationals Park - Washington, DC",3:35 PM,4:35 PM,5:35 PM,6:35 PM,6:35 PM,7:35 PM,8:35 PM,9:35 PM,Giants,Nationals,Giants @ Nationals,San Francisco Giants,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Houston Astros @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Astros,Pirates,Astros @ Pirates,Houston Astros,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: New York Yankees @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Yankees,Rays,Yankees @ Rays,New York Yankees,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Minnesota Twins @ Detroit Tigers,"Comerica Park - Detroit, MI",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Twins,Tigers,Twins @ Tigers,Minnesota Twins,Detroit Tigers,www.MySportsCal.com,FREE,MLB2012
7/3/2012,7/3/2012,MLB: Texas Rangers @ Chicago White Sox,"US Cellular Field - Chicago, IL",5:10 PM,6:10 PM,7:10 PM,8:10 PM,8:10 PM,9:10 PM,10:10 PM,11:10 PM,Rangers,White Sox,Rangers @ White Sox,Texas Rangers,Chicago White Sox,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Boston Red Sox @ Oakland Athletics,"Oakland Coliseum - Oakland, CA",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Red Sox,Athletics,Red Sox @ Athletics,Boston Red Sox,Oakland Athletics,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Kansas City Royals @ Toronto Blue Jays,"Rogers Centre - Toronto, ON",4:07 PM,5:07 PM,6:07 PM,7:07 PM,7:07 PM,8:07 PM,9:07 PM,10:07 PM,Royals,Blue Jays,Royals @ Blue Jays,Kansas City Royals,Toronto Blue Jays,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Chicago Cubs @ Atlanta Braves,"Turner Field - Atlanta, GA",4:10 PM,5:10 PM,6:10 PM,7:10 PM,7:10 PM,8:10 PM,9:10 PM,10:10 PM,Cubs,Braves,Cubs @ Braves,Chicago Cubs,Atlanta Braves,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Miami Marlins @ Milwaukee Brewers,"Miller Park - Milwaukee, WI",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Marlins,Brewers,Marlins @ Brewers,Miami Marlins,Milwaukee Brewers,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Colorado Rockies @ St. Louis Cardinals,"Busch Stadium - St. Louis, MO",4:15 PM,5:15 PM,6:15 PM,7:15 PM,7:15 PM,8:15 PM,9:15 PM,10:15 PM,Rockies,Cardinals,Rockies @ Cardinals,Colorado Rockies,St. Louis Cardinals,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: San Diego Padres @ Arizona Diamondbacks,"Chase Field - Phoenix, AZ",6:40 PM,7:40 PM,8:40 PM,9:40 PM,9:40 PM,10:40 PM,11:40 PM,11:59 PM,Padres,D-backs,Padres @ D-backs,San Diego Padres,Arizona Diamondbacks,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Cincinnati Reds @ Los Angeles Dodgers,"Dodger Stadium - Los Angeles, CA",6:10 PM,7:10 PM,8:10 PM,9:10 PM,9:10 PM,10:10 PM,11:10 PM,11:59 PM,Reds,Dodgers,Reds @ Dodgers,Cincinnati Reds,Los Angeles Dodgers,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Los Angeles Angels @ Cleveland Indians,"Progressive Field - Cleveland, OH",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Angels,Indians,Angels @ Indians,Los Angeles Angels,Cleveland Indians,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Baltimore Orioles @ Seattle Mariners,"Safeco Field - Seattle, WA",1:10 PM,2:10 PM,3:10 PM,4:10 PM,4:10 PM,5:10 PM,6:10 PM,7:10 PM,Orioles,Mariners,Orioles @ Mariners,Baltimore Orioles,Seattle Mariners,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Philadelphia Phillies @ New York Mets,"Citi Field - Flushing, NY",10:10 AM,11:10 AM,12:10 PM,1:10 PM,1:10 PM,2:10 PM,3:10 PM,4:10 PM,Phillies,Mets,Phillies @ Mets,Philadelphia Phillies,New York Mets,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: San Francisco Giants @ Washington Nationals,"Nationals Park - Washington, DC",1:05 PM,2:05 PM,3:05 PM,4:05 PM,4:05 PM,5:05 PM,6:05 PM,7:05 PM,Giants,Nationals,Giants @ Nationals,San Francisco Giants,Washington Nationals,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Houston Astros @ Pittsburgh Pirates,"PNC Park - Pittsburgh, PA",10:35 AM,11:35 AM,12:35 PM,1:35 PM,1:35 PM,2:35 PM,3:35 PM,4:35 PM,Astros,Pirates,Astros @ Pirates,Houston Astros,Pittsburgh Pirates,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: New York Yankees @ Tampa Bay Rays,"Tropicana Field - St. Petersburg, FL",12:10 PM,1:10 PM,2:10 PM,3:10 PM,3:10 PM,4:10 PM,5:10 PM,6:10 PM,Yankees,Rays,Yankees @ Rays,New York Yankees,Tampa Bay Rays,www.MySportsCal.com,FREE,MLB2012
7/4/2012,7/4/2012,MLB: Minnesota Twins @ Detroit Tigers,"Comerica Park - Detroit, MI",4:05 PM,5:05 PM,6:05 PM,7:05 PM,7:05 PM,8:05 PM,9:05 PM,10:05 PM,Twins,Tigers,Twins @ Tigers,Minnesota Twins,Detroit Tigers,www.MySportsCal.com,FREE,MLB2012
